authors,created,description,id,is_prerelease,listed,summary,tags,total_downloads,verified,version 
Buu Nguyen,2011-04-23T05:36:18.867Z,"Many web developers are probably aware of various website optimization techniques documented at http://developer.yahoo.com/performance/rules.html. Most of these techniques are very simple, yet bring about huge difference to the downloading time of most web pages. As simple as they are, applying some of these rules again and again in all .NET web applications can easily become a tedious task. Combres automates many steps that you would have to do yourself when applying many optimization techniques in your ASP.NET MVC and Web Form applications.",combres,False,True,Performance optimization library for ASP.NET and ASP.NET MVC applications.,"asp.net,asp.net-mvc,azure,closure,minification,yui,yslow,performance,optimization,speed",79044,False,2.2.1.8
PS,2011-04-20T20:22:41.663Z,Sample is an example package that exists only to show a sample .nuspec file.,GeoTwitterSearch,False,True,,,1333,False,1.0.0
Mark Rendle,2011-04-16T22:32:32.13Z,ADO Adapter for the Simple.Data data access library.,Simple.Data.Ado,False,True,,"sqlserver,database,data,ado,.net40",222435,False,0.5.10
Deskperience,2011-04-19T15:57:34.957Z,"WordCaptureX is a software library that allows your application (i.e. single click dictionary) to capture words on the screen, up to an entire line of text.",WordCapture,False,True,"WordCaptureX is a software library that allows your application (i.e. single click dictionary) to capture words on the screen, up to an entire line of text.","Word,Scraping,Text,Capture,Extract",,False,5.0.1538
Outercurve Foundation,2011-04-14T22:45:00.817Z,"MvcContrib.FluentHtml is a library of extensible, strongly-typed HTML helpers that employs a fluent API to increase  productivty of authoring MVC views.",MvcContrib.Mvc3.FluentHtml-ci,False,True,"MvcContrib.FluentHtml is a library of extensible, strongly-typed HTML helpers that employs a fluent API to increase  productivty of authoring MVC views.",mvc,87126,False,3.0.63
"Damian Karzon,Github Contributors",2011-04-26T22:37:42.24Z,.NET Client for the Dropbox API (.NET 3.5 and Windows Phone 7),DropNet,False,True,,"DROPBOX,API,.NET,WP7",66841,False,1.3.0
"Scott Hanselman,Steve Sanderson",2011-04-20T12:20:10.897Z,"A fast and customizable way to add controllers, views, and other items to your ASP.NET MVC application",MvcScaffolding,False,True,"A fast and customizable way to add controllers, views, and other items to your ASP.NET MVC application",,318705,False,1.0.0
Jason Jarrett,2011-04-22T02:45:50.037Z,StatLight: Tool for executing Silverlight test xap packages locally during development and in a continuous integration environment.,StatLight,False,True,StatLight: Tool for executing Silverlight test xap packages locally during development and in a continuous integration environment.,"Silverlight,UnitTesting,Continuous,Integration,Testing,TeamCity,MSTest,xUnit,NUnit,UnitDriven",33180,False,1.4.4128
Mike Barnett,2011-04-29T16:14:40.957Z,"ILMerge is a utility that can be used to merge multiple .NET assemblies into a single assembly. ILMerge takes a set of input assemblies and merges them into one target assembly. The first assembly in the list of input assemblies is the primary assembly. When the primary assembly is an executable, then the target assembly is created as an executable with the same entry point as the primary assembly. Also, if the primary assembly has a strong name, and a .snk file is provided, then the target assembly is re-signed with the specified key so that it also has a strong name. 
| Please install with chocolatey (http://nuget.org/List/Packages/chocolatey). | This package is only contains automation to get ILMerge from the official location and therefore should not violate the License Terms in any way. Installing this package is your acceptance of the license terms included with the application.
| This is not a silent installer.",ilmerge,False,True,ILMerge is a utility for merging multiple .NET assemblies into a single .NET assembly. It works on executables and DLLs alike and comes with several options for controlling the processing and format of the output.,"ilmerge,merge,assemblies,chocolatey,notSilent",381888,False,2.10.526.4
Microsoft,2011-04-15T00:29:27.647Z,Contains a general purpose HttpClient. Does not require WCF to use.,HttpClient,False,True,,,,False,0.3.0
Microsoft,2011-04-18T07:29:28.27Z,Sudip Trying to use Otpi's code,Otpi.Trial.2,False,True,,,,False,1.0.0
Mark Rendle,2011-05-01T20:58:33.397Z,"A Simple, Dynamic data access library.",Simple.Data.Core,False,True,,"sql,database,data,ado,.net40",238223,False,0.6.1
Jeff Wilcox,2011-04-22T18:23:06.85Z,"Silverlight unit testing framework. Add to a Silverlight 4 application, then follow instructions in Readme.txt.",Silverlight.UnitTest,False,True,,"silverlight,unit-test,unittest",5218,False,4.0.40413.2011
Oscar Brouwer,2011-05-01T19:14:16.973Z,Contains the basic functionality of a generic data-access layer which can be utilized in a typical multi-tier application,Enkoni.Entities,False,True,Contains the basic functionality of a generic data-access layer which can be utilized in a typical multi-tier application,,5978,False,1.1.0
Communalizer,2011-04-23T12:47:59.24Z,An implementation of System.Web.Mvc.IDependencyResolver targeting Castle.Windsor,Communalizer.Common.Windsor.DependencyResolver,False,True,,,1769,False,1.0.0.11
"Jeff Doolittle,Luis Bocaletti",2011-04-17T17:42:47.163Z,An adapter to implement CommonServiceLocator on top of StructureMap,CommonServiceLocator.StructureMapAdapter,False,True,An adapter to implement CommonServiceLocator on top of StructureMap 2.6.2,,,False,1.1.0.2
"Jim Zimmerman,Nathan Totten,Prabir Shrestha",2011-04-27T14:23:19.053Z,The Facebook C# SDK web component.,FacebookWeb,False,True,,Facebook,,False,5.0.10
"Ben Foster,Paul Knopf",2011-04-18T11:02:50.067Z,"SimpleLucene is a wrapper for the popular Lucene.NET search engine.

It makes common Lucene tasks such as creating, indexing and maintaining your index much easier.",SimpleLucene,False,True,"SimpleLucene is a wrapper for the popular Lucene.NET search engine.

It makes common Lucene tasks such as creating, indexing and maintaining your index much easier.","lucene,simplelucene",5571,False,1.0.0
Oscar Brouwer,2011-05-01T18:58:31.943Z,Contains numerous easy-to-use types and operations that can be utilized in any kind of project or application,Enkoni,False,True,Contains numerous easy-to-use types and operations that can be utilized in any kind of project or application,,5884,False,1.0.1
"Steffen Forkmann,Bjoern Rochel",2011-04-18T12:10:49.707Z,"Machine.Fakes attempts to simplify the usage of such frameworks on top of Machine.Specifications by helping to reduce a lot of the typical fake framwork related clutter code in specifications. If you choose so, Machine.Fakes even helps you to stay mostly independent of a concrete fake framework by providing a little wrapper API and a provider model for fake frameworks.  This is the adapter for NSubstitute 1.0.0.0",Machine.Fakes.NSubstitute,False,True,,"tdd,bdd,testing,unittest,fakes,mocks",37439,False,0.2.3
Outercurve Foundation,2011-04-18T19:26:57.067Z,"MvcContrib was designed to add functionality and ease-of-use to Microsoft's ASP.NET MVC Framework, MVC Contrib is useful for developers looking to develop and test UI elements on top of the ASP.NET MVC framework.",MvcContrib.Mvc3-ci,False,True,"MvcContrib was designed to add functionality and ease-of-use to Microsoft's ASP.NET MVC Framework, MVC Contrib is useful for developers looking to develop and test UI elements on top of the ASP.NET MVC framework.",mvc,233654,False,3.0.66
Mark Rendle,2011-05-01T19:47:36.957Z,"A Simple, Dynamic data access library.",Simple.Data.Core,False,True,,"sql,database,data,ado,.net40",238223,False,0.6.0
Fabrice Michellonet (http://mymemoryleaks.blogspot.com/),2011-04-15T15:20:53.083Z,"Provides additional scaffolders.
(Service, Service interface, Injected controller, Ajax Grid).
More to come soon.",MvcScaffolding.Obsidian,False,True,,,2988,False,0.2.0
David Ebbo,2011-04-15T16:53:05.083Z,T4MVC is a T4 template that generates strongly typed helpers for ASP.NET MVC.,T4MVC,False,True,T4MVC is a T4 template that generates strongly typed helpers for ASP.NET MVC.,"t4,mvc",1142300,False,2.6.52
FluentPro,2011-04-19T11:13:55.943Z,FluentPS is an open source library to simplify development and improve maintainability of Project Server 2010 custom solutions by providing ORM-like interface to PSI.,FluentPS,False,True,FluentPS is an open source library to simplify development and improve maintainability of Project Server 2010 custom solutions by providing ORM-like interface to PSI.,"SharePoint,ProjectServer",2411,False,2.0.0
Nick Berardi,2011-04-20T13:02:33.13Z,"Managed Fusion Web contains a bunch of useful extensions for MVC and uses the a light weight serialization for JSON, XML, CSV to create REST API's.",ManagedFusion.Web,False,True,"Managed Fusion Web contains a bunch of useful extensions for MVC and uses the a light weight serialization for JSON, XML, CSV to create REST API's.","managedfusion,web,.net40",5191,False,1.0.19
Ron zigelman,2011-04-23T19:32:55.553Z,An infrastructure that provides application business logic synchronization between peers using WCF P2P.,P2PSync,False,True,,,3743,False,1.0.0.22
Rob Reynolds,2011-04-21T06:37:51.177Z,"Chocolatey - think executables/application packages (like apt-get for Windows), not library packages. This is what the Chocolatey NuGet goodness is for.
Chocolatey allows you to install application nuggets and run executables from anywhere.  
||Executable Nuggets| For example, say you have an executable in the tools folder of your package named bob.exe. Then you can type
'chocolatey install yourPackageName [-source source] [-version version]' OR 'cinst yourPackageName [-source source] [-version version]'
and when it finishes you can type
'bob'
and it will run your application executable.  
||Application Nuggets - Full on double rainbow|| For example, say you type 
'chocolatey install 7zip [-source source] [-version version]' OR 'cinst 7zip [-source source] [-version version]' 
- when it finishes you will have installed 7zip on your machine (in your add/remove programs).",chocolatey,False,True,"Chocolatey is your machine level NuGet repository. Think apt-get for Windows (executables/application packages), not library packages.","nuget,apt-get,machine,repository,chocolatey",99699,False,0.9.5
Vidar Løvbrekke Sømme,2011-04-15T21:32:51.163Z,MySql ADO provider for the Simple.Data library,Simple.Data.Mysql,False,True,ySql ADO provider for the Simple.Data library Based on the Mysql .net connector v 5.1.7. Tested against Mysql 4.0 and Mysql 5.5,"sql,database,data,ado,.net40,mysql",13324,False,0.5.6
Outercurve Foundation,2011-04-14T22:45:09.443Z,"MvcContrib was designed to add functionality and ease-of-use to Microsoft's ASP.NET MVC Framework, MVC Contrib is useful for developers looking to develop and test UI elements on top of the ASP.NET MVC framework.
        The TestHelpers.WatiN library includes a series of helpers to streamline the use of WatiN for browser-based testing.",MvcContrib.Mvc3.WatiN-ci,False,True,"MvcContrib was designed to add functionality and ease-of-use to Microsoft's ASP.NET MVC Framework, MVC Contrib is useful for developers looking to develop and test UI elements on top of the ASP.NET MVC framework.
        The TestHelpers.WatiN library includes a series of helpers to streamline the use of WatiN for browser-based testing.",,22591,False,3.0.63
John Katsiotis,2011-04-26T12:24:32.663Z,"Write Razor-Style C# or VB.NET insde your Javascript Files. Also contains an http handler for serving, when needed, those files.",RazorJS,False,True,Write Razor-Style C# or VB.NET insde your Javascript Files.,,14367,False,0.4.3
Danny Tuppeny,2011-04-27T15:53:52.397Z,"HTML helpers to allow easier rendering of Markdown in an ASP.NET MVC web app:

@Html.Markdown(Model.Body)",MarkdownHelper,False,True,,Markdown,26512,False,1.1.0
Nick Berardi,2011-04-26T20:08:12.553Z,"Managed Fusion URL Rewriter and Reverse Proxy is a powerful URL manipulation engine based on the Apache mod_rewrite extension. It is designed, from the ground up to bring all the features of Apache mod_rewrite to IIS 6.0 and IIS 7.0. Managed Fusion Url Rewriter works with ASP.NET on Microsoft's Internet Information Server (IIS) 6.0 and Mono XPS Server and is fully supported, for all languages, in IIS 7.0, including ASP.NET and PHP. Managed Fusion Url Rewriter gives you the freedom to go beyond the standard URL schemes and develop your own scheme.  URL Rewriter provides web site owners with the ability to replace URL paths and querystring into links that your users can easily remember without the need for bookmarks. As an added benefit your web site becomes search engine friendly, which means higher page ranking from the search engines, and should result in better lead generation.",ManagedFusion.Rewriter,False,True,Managed Fusion URL Rewriter and Reverse Proxy is a powerful URL manipulation engine based on the Apache mod_rewrite extension.,"managedfusion,url,rewriter,reverse,proxy,iis6,iis7,.net35,.net40",22269,False,3.5.32
Fabiano FranÃ§a,2011-04-27T18:19:15.35Z,The ShoudAnnotate library is a set of extensions methods that help you to test models using data annotations.,ShouldAnnotate,False,True,,,2194,False,1.1.0
Douglas Aguiar,2011-04-17T23:07:44.647Z,A framework that helps the use of DDD patterns.,LiteFx,False,True,A framework that helps the use of DDD patterns.,"LiteFx,DDD,Repository,Specification",10045,False,0.9.1
Outercurve Foundation,2011-04-26T18:03:37.583Z,NuGet Command Line Tool,NuGet.CommandLine,False,True,,,7698129,True,1.3.20425.372
Caliper,2011-04-23T08:49:19.833Z,Description,Caliper.Sentia.NHibernate,False,True,,,1858,False,1.8.1.15211
Yiyi Sun,2011-04-23T12:22:30.63Z,"Git Web Access provides Git Smart-HTTP protocol supports on IIS. It also exposes Git repository in format of OData.

Features:

* Clone, pull and push through IIS 
* Leverage ASP.NET Membership for Authentication and Authorization 
* Expose Git repository through WCF data services / OData protocol 
* The OData feed can be used to plot the commit graph on HTML5 canvas.",GitWebAccess,False,True,Git Web Access contains an ASP.NET HttpHandler that provides Git Smart-HTTP protocol supports on IIS. It also has a WCF Data services that exposes Git repository in format of OData.,"Git,Smart-HTTP,HttpHandler,OData",1613,False,0.5.3
Mark Rendle,2011-04-16T22:32:49.067Z,XML-based Mocking adapter for the Simple.Data data access library.,Simple.Data.Mocking,False,True,,"database,data,.net40",29636,False,0.5.10
Amir Rajan,2011-04-25T00:52:20.053Z,Code that gives you a simple starting point for hypermedia usage in ASP.NET MVC.,restful-mvc,False,True,,"rest,mvc,hateos,hypermedia",7710,False,1.0.0
Michael Valenty,2011-05-01T15:25:01.257Z,A micro framework for implementing the Chain of Responsibility pattern in .NET. An essential tool in OO toolbox for transforming rigid procedural code into a composable Domain Specific Language.,Tamarack,False,True,,"pipeline,filter,chain,of,responsibility,pattern,framework",23047,False,0.1.0.13319
Mark Rendle,2011-05-01T19:47:56.037Z,SQL Server ADO provider for the Simple.Data data access library.,Simple.Data.SqlServer,False,True,,"sqlserver,database,data,ado,.net40",183959,False,0.6.0
Michael L Perry,2011-04-15T12:45:04.99Z,Add to a Silverlight application project. Puts everything in one project. Not good for unit testing.,Correspondence.Silverlight.AllInOne,False,True,,"nosql,database,silverlight,synchronize",,False,1.1.0.2
Oscar Brouwer,2011-05-01T19:08:02.1Z,Contains functionality to add logging to an application using the Microsoft Enterprise Library's Logging Application Block,Enkoni.Logging,False,True,Contains functionality to add logging to an application using the Microsoft Enterprise Library's Logging Application Block,,3604,False,1.0.0
"Matt Florence,Amir Rajan",2011-04-23T19:20:56.397Z,NSpec is a BDD framework for .NET of the xSpec (context/specification) flavor. NSpec is intended to be used to drive development through specifying behavior at the unit level. NSpec is heavily inspired by RSpec and built upon the NUnit assertion library.,nspec,False,True,,"testing,bdd,tdd",56636,False,0.9.29
Daniel Crenna,2011-04-28T22:55:04.13Z,A Pratt parser implementation for C#,Pratt,False,True,A Pratt parser implementation for C#,"Pratt,parser",1257,False,1.0.0
Guillaume Collic,2011-04-27T11:55:31.507Z,"A .NET wrapper of Cleware usb devices, including their USB Traffic Light. Makes it easy to integrate them as eXtreme Feedback Devices for your continuous integration. The wrapper is fully documented, using the PDF documentation of Cleware.",ClewareWrapper,False,True,,ContinuousIntegration,1942,False,1.0.0
Yiyi Sun,2011-05-02T00:20:34.537Z,A lightweight framework for ASP.NET Web Pages.,Rabbit,False,True,A lightweight framework for ASP.NET Web Pages.,"framework,asp.net,razor,webmatrix",2696,False,0.5.2
Frederic Torres,2011-04-25T00:47:20.663Z,"The Dynamic Sugar Library provides methods, functions and classes inspired by the dynamic languages Python and JavaScript to write more readable code in C#",DynamicSugar,False,True,,"C#.NET,Dynamic,Python,JavaScript",5280,False,0.1.10
Martin Rue,2011-04-18T14:55:17.677Z,"Tinyweb is a lightweight web framework for ASP.NET that embraces HTTP and aims to be ridiculously simple. Tinyweb moves away from the MVC pattern for developing web applications. Instead, you start with separate addressable resources that respond directly to the HTTP method that was used to access the resource. Every resource is a class and every implemented HTTP method (get, post, put, delete) is a method on the class. With Tinyweb, you're writing code that is conceptually close to the way HTTP actually works.",Tinyweb,False,True,Tinyweb is a lightweight web framework for ASP.NET that embraces HTTP and aims to be ridiculously simple.,"asp.net,tinyweb,web,framework,rest,http,easy,tiny",7083,False,1.0.2
Outercurve Foundation,2011-04-18T19:20:40.897Z,"MvcContrib was designed to add functionality and ease-of-use to Microsoft's ASP.NET MVC Framework, MVC Contrib is useful for developers looking to develop and test UI elements on top of the ASP.NET MVC framework.
        The TestHelpers.WatiN library includes a series of helpers to streamline the use of WatiN for browser-based testing.",MvcContrib.Mvc3.WatiN-ci,False,True,"MvcContrib was designed to add functionality and ease-of-use to Microsoft's ASP.NET MVC Framework, MVC Contrib is useful for developers looking to develop and test UI elements on top of the ASP.NET MVC framework.
        The TestHelpers.WatiN library includes a series of helpers to streamline the use of WatiN for browser-based testing.",,22591,False,3.0.65
Brian HolmgÃ¥rd Kristensen,2011-04-28T18:58:15.52Z,Installs a basic Commerce Server 2009 ASP.NET 4.0 website supporting both WebForms and MVC using Integrated Mode in IIS 7.x.,CSUtilities.Website-4.0-IntegratedMode,False,True,,"commerce,server,2009",1904,False,1.0.0
"John Sheehan,RestSharp Community",2011-04-28T14:54:46.35Z,Simple REST and HTTP API Client,RestSharp,False,True,,"REST,HTTP,API,JSON,XML",7941656,False,101.2.0
Outercurve Foundation,2011-04-14T22:45:04.817Z,"MvcContrib was designed to add functionality and ease-of-use to Microsoft's ASP.NET MVC Framework, MVC Contrib is useful for developers looking to develop and test UI elements on top of the ASP.NET MVC framework. The TestHelper component provides additional utilities that aid in unit testing ASP.NET MVC projects.",MvcContrib.Mvc3.TestHelper-ci,False,True,"MvcContrib was designed to add functionality and ease-of-use to Microsoft's ASP.NET MVC Framework, MVC Contrib is useful for developers looking to develop and test UI elements on top of the ASP.NET MVC framework. The TestHelper component provides additional utilities that aid in unit testing ASP.NET MVC projects.",mvc,185166,False,3.0.63
"Tyler Garlick,NexBusiness",2011-04-23T04:57:19.427Z,Generic repository for Entity Framework 4.0,NexRepository,False,True,,,,False,1.1.0
Mehdi Khalili,2011-04-28T09:27:29.63Z,Bddify is a simple but powerful BDD framework for .Net developers,Bddify,False,True,,,17715,False,0.3.1
Outercurve Foundation,2011-04-22T13:10:28.537Z,"MvcContrib was designed to add functionality and ease-of-use to Microsoft's ASP.NET MVC Framework, MVC Contrib is useful for developers looking to develop and test UI elements on top of the ASP.NET MVC framework.
        The TestHelpers.WatiN library includes a series of helpers to streamline the use of WatiN for browser-based testing.",MvcContrib.Mvc3.WatiN-ci,False,True,"MvcContrib was designed to add functionality and ease-of-use to Microsoft's ASP.NET MVC Framework, MVC Contrib is useful for developers looking to develop and test UI elements on top of the ASP.NET MVC framework.
        The TestHelpers.WatiN library includes a series of helpers to streamline the use of WatiN for browser-based testing.",,22591,False,3.0.67
"James Rosewell,Thomas Holmes",2011-04-28T20:52:14.817Z,"Detect mobile devices, get really accurate handset properties and redirect to web pages designed for mobile devices. Request.Browser properties will be populated with data from the WURFL open source project.",51Degrees.mobi,False,True,,,,False,1.0.2.2
"David Fowler,Scott Hanselman,Steve Sanderson",2011-04-20T12:19:35.24Z,A fast and customizable way to build parts of your .NET application via templates,T4Scaffolding,False,True,A fast and customizable way to build parts of your .NET application via templates,,505306,False,1.0.0
"Tyler Garlick,NexBusiness",2011-04-23T05:20:51.1Z,Generic repository for Entity Framework 4.0,NexRepository,False,True,,,,False,1.11.0
Jonathan Carter,2011-04-25T20:37:15.85Z,Extensions to WCF Data Services that make it easier to expose arbitrary data sources.,WCFDataServicesToolkit,False,True,,"odata,wcf,.net40",7301,False,0.6.0
Chandrakanth Tati,2011-04-20T03:50:47.817Z,Core library for Windows 7 API Code Pack,Windows7APICodePack-Core,False,True,Windows API Code Pack for Microsoft. NET Framework provides a source code library that can be used to access some features of Windows 7 and Windows Vista from managed code.,WindowsAPICodePack,92553,False,1.1.0
Phil Haack,2011-04-25T22:15:06.35Z,Route Debugger is a little utility I wrote to help debug issues with route configurations. See http://haacked.com/archive/2008/03/13/url-routing-debugger.aspx,routedebugger,False,True,Route Debugger is a little utility I wrote to help debug issues with route configurations. See http://haacked.com/archive/2008/03/13/url-routing-debugger.aspx,,741367,False,2.0.0.5
Microsoft,2011-04-29T20:43:15.85Z,"Windows Phone Developer Tools - The same powerful and easy to use Visual Studio integrated developer environment (IDE) handles developing Windows Phone 7 phone applications.
|Please install with chocolatey (http://nuget.org/List/Packages/chocolatey).",windowsphonedevelopertools,False,True,Windows Phone Developer Tools,"windows,phone,developer,tools,wp7,chocolatey,notSilent",,False,1.0.0
Michael L Perry,2011-04-15T12:45:20.897Z,Add to a Windows Phone 7 application project. Sets up isolated storage and POX synchronization.,Correspondence.WindowsPhone.App,False,True,,"nosql,database,wp7,synchronize",,False,1.1.0.2
Rhys Walden,2011-04-25T00:39:45.757Z,A Ninject extension for Prism,Prism.NinjectExtension,False,True,,"Prism,Ninject,.net4,prism4,ninject2",3349,False,1.0.0
Kevin moore,2011-04-19T19:05:59.38Z,"A collection of helpers and controls for .NET, WPF and Silverlight.",PixelLab.BOT,False,True,,,11879,False,1.0.2
Bjoern Rochel,2011-04-18T12:12:33.163Z,"Machine.Fakes attempts to simplify the usage of such frameworks on top of Machine.Specifications by helping to reduce a lot of the typical fake framwork related clutter code in specifications. If you choose so, Machine.Fakes even helps you to stay mostly independent of a concrete fake framework by providing a little wrapper API and a provider model for fake frameworks.  This is the adapter for RhinoMocks 3.6",Machine.Fakes.RhinoMocks,False,True,,"tdd,bdd,testing,unittest,fakes,mocks",34473,False,0.2.3
Nick Berardi,2011-04-26T20:36:07.303Z,"Managed Fusion URL Rewriter and Reverse Proxy is a powerful URL manipulation engine based on the Apache mod_rewrite extension. It is designed, from the ground up to bring all the features of Apache mod_rewrite to IIS 6.0 and IIS 7.0. Managed Fusion Url Rewriter works with ASP.NET on Microsoft's Internet Information Server (IIS) 6.0 and Mono XPS Server and is fully supported, for all languages, in IIS 7.0, including ASP.NET and PHP. Managed Fusion Url Rewriter gives you the freedom to go beyond the standard URL schemes and develop your own scheme.  URL Rewriter provides web site owners with the ability to replace URL paths and querystring into links that your users can easily remember without the need for bookmarks. As an added benefit your web site becomes search engine friendly, which means higher page ranking from the search engines, and should result in better lead generation.",ManagedFusion.Rewriter,False,True,Managed Fusion URL Rewriter and Reverse Proxy is a powerful URL manipulation engine based on the Apache mod_rewrite extension.,"managedfusion,url,rewriter,reverse,proxy,iis6,iis7,.net35,.net40",22269,False,3.5.33
"Tim Kosse,other FileZilla committers",2011-04-29T16:13:39.117Z,"FileZilla Client is a fast and reliable cross-platform FTP, FTPS and SFTP client with lots of useful features and an intuitive graphical user interface.  
| Please install with chocolatey (http://nuget.org/List/Packages/chocolatey).",filezilla,False,True,FileZilla - The free FTP solution,"filezilla,ftp,chocolatey",,False,3.4.0.1
Nick Berardi,2011-04-26T20:16:46.957Z,"Managed Fusion URL Rewriter and Reverse Proxy is a powerful URL manipulation engine based on the Apache mod_rewrite extension. It is designed, from the ground up to bring all the features of Apache mod_rewrite to IIS 6.0 and IIS 7.0. Managed Fusion Url Rewriter works with ASP.NET on Microsoft's Internet Information Server (IIS) 6.0 and Mono XPS Server and is fully supported, for all languages, in IIS 7.0, including ASP.NET and PHP. Managed Fusion Url Rewriter gives you the freedom to go beyond the standard URL schemes and develop your own scheme.  URL Rewriter provides web site owners with the ability to replace URL paths and querystring into links that your users can easily remember without the need for bookmarks. As an added benefit your web site becomes search engine friendly, which means higher page ranking from the search engines, and should result in better lead generation.",ManagedFusion.Rewriter.Contrib,False,True,Managed Fusion URL Rewriter and Reverse Proxy is a powerful URL manipulation engine based on the Apache mod_rewrite extension.,"managedfusion,url,rewriter,reverse,proxy,contrib,iis6,iis7,.net35,.net40",3634,False,1.0.21
Stefans Tools,2011-04-23T06:56:30.867Z,StExBar - The ultimate extensions for Windows Explorer or: what Microsoft forgot to implement in the explorer. StExBar provides many useful commands for your everyday use of Windows explorer. And you can add as many custom commands on your own as you like. Please install with chocolatey (http://nuget.org/List/Packages/chocolatey).,stexbar,False,True,StExBar - The ultimate extensions for Windows Explorer or: what Microsoft forgot to implement in the explorer,"stexbar,extensions,windows,explorer,chocolatey",,False,1.8.2.1
Paul Yoder,2011-04-27T17:48:12.52Z,Easily retrieve data from spreadsheets using LINQ,LinqToExcel,False,True,,"Linq,Excel,spreadsheet",282582,False,1.5.2
EKM Systems,2011-04-19T15:53:57.35Z,JetToObjects makes querying a Microsoft Jet database easier by binding query results to dynamic objects.,JetToObjects,False,True,JetToObjects makes querying a Microsoft Jet database easier by binding query results to dynamic objects.,"ole,oledb,jet,jetdb,orm,dataaccess,data,database,sql,query,dynamic",7372,False,1.0.1
Michael L Perry,2011-04-15T12:45:10.49Z,Add to a Silverlight application project. Sets up isolated storage and POX synchronization.,Correspondence.Silverlight.App,False,True,,"nosql,database,silverlight,synchronize",,False,1.1.0.2
Charlie Poole,2011-04-25T20:20:32.973Z,"NUnit is a unit-testing framework for all .Net languages. Initially ported from JUnit, the current production release, version 2.5, is the sixth major release of this xUnit based unit testing tool for Microsoft .NET.",NUnit,False,True,"NUnit is a unit-testing framework for all .Net languages. Initially ported from JUnit, the current production release, version 2.5, is the sixth major release of this xUnit based unit testing tool for Microsoft .NET.",,17742222,True,2.5.10.11092
Paul Yoder,2011-04-21T18:48:48.647Z,Easily retrieve data from spreadsheets using LINQ,LinqToExcel,False,True,,"Linq,Excel,spreadsheet",282582,False,1.5.1
Nick Berardi,2011-04-26T20:06:38.207Z,Managed Fusion contains a bunch of useful extensions and a lightweight serialization framework.,ManagedFusion,False,True,Managed Fusion contains a bunch of useful extensions and a lightweight serialization framework.,"managedfusion,.net40",6584,False,1.0.28
Dave Cowart,2011-04-17T02:28:56.117Z,Adds an implementation of PagedList that uses AutoMapper to emit ViewModels,AutoMapperPagedList,False,True,,"PagedList,AutoMapper,ASP.NET",5757,False,0.5.1
Jay Tuley,2011-04-16T20:43:54.117Z,A Lightweight Duck Casting Framework for dynamic C# 4.0 (.net4 & silverlight4). Includes helper methods for dynamic invocation via method and property names known only at runtime (runs faster than reflection).,ImpromptuInterface,False,True,,"ducktyping,duckcasting,dynamic,.net40",349623,False,4.0.7
Michael L Perry,2011-04-15T12:44:41.177Z,Persistence and synchronization for occasionally connected Windows Phone 7 applications.,Correspondence,False,True,,"nosql,database,wp7,synchronize",13257,False,1.1.0.2
L.A.B.Soft,2011-04-28T22:32:43.27Z,"Textile.NET is, surprisingly, a textile formatter for .NET projects. Textile is a human web text generator (http://www.textism.com/tools/textile/) that is useful for rapid web writings such as Wiki syntax or blog articles. From a simple and intuitive syntax it creates well formed HTML with advanced formatting features, while also allowing the user to customize the output.",Textile.NET,False,True,,"Textile,Markup",4738,False,1.3.0
Steffen Forkmann,2011-04-27T07:59:24.833Z,NaturalSpec is a .NET UnitTest framework which provides automatically testable specs in natural language.,NaturalSpec,False,True,,"tdd,bdd,testing,unittest",16274,False,1.1.13
Douglas Aguiar,2011-04-15T23:42:12.007Z,A framework that helps the use of DDD patterns.,LiteFx,False,True,,"LiteFx,DDD,Domain,Driven,Design,Repository,Specification",10045,False,0.9.0
Lasse V. Karlsen,2011-04-24T23:17:31.617Z,Mercurial command line client wrapper assembly for .NET 3.5 and 4.0,Mercurial.Net,False,True,"A class library for .NET 3.5 and 4.0 that allows a program to execute the Mercurial DVCS command line client. The class library handles, and in most cases parses, the output and results of executing the command line client executable.",".NET,C#,Mercurial,DVCS",33107,False,0.1.0.429
Nathan Totten,2011-04-18T01:00:49.52Z,A simple MVC Url extension method that enables the ASP.NET Ajax CDN and Windows Azure CDN.,MvcStaticContentHelper.ASPX,False,True,,,,False,1.0.0
Aaron Quint,2011-04-28T23:49:28.007Z,"Sammy.js is a tiny JavaScript framework developed to ease the pain and provide a basic structure for developing JavaScript applications.Sammy tries to achieve this by providing a small core framework and an ever-growing list of plugins for specific functionality. The core includes a simple API for defining applications which are made up primarily of routes and events. By driving application development around a small and specific API, Sammy attempts to keep your code organized while still allowing a lot of breathing room to define your own style and structure.",Sammy.js,False,True,,"JavaScript,ClientSide,Framework",294193,False,0.6.3
EKM Systems,2011-04-19T16:18:15.74Z,JetToObjects makes querying a Microsoft Jet database easier by binding query results to dynamic objects.,JetToObjects,False,True,JetToObjects makes querying a Microsoft Jet database easier by binding query results to dynamic objects.,"ole,oledb,jet,jetdb,orm,dataaccess,data,database,sql,query,dynamic",7372,False,1.0.2
